Unnamed: 0,model1,dataset1,gpu_num1,batchsize1,amp1,speed1,model2,dataset2,gpu_num2,batchsize2,amp2,speed2,gpu_util,gmem_util,gmem
17,VGG,CIFAR-10,1,64,0,5421.39,DCGAN,LSUN,1,64,1,2560.912,72.351,39.297,5968
18,VGG,CIFAR-10,1,64,1,4058.137,DCGAN,LSUN,1,64,0,2948.544,84.096,43.616,6548
19,VGG,CIFAR-10,1,64,1,4720.875,DCGAN,LSUN,1,64,1,2624.346,67.438,33.603,5972
20,VGG,CIFAR-10,1,64,0,3705.063,DCGAN,LSUN,1,128,0,3479.391,97.806,49.722,6734
21,VGG,CIFAR-10,1,64,0,5815.528,DCGAN,LSUN,1,128,1,4574.008,85.703,52.216,6322
22,VGG,CIFAR-10,1,64,1,3643.431,DCGAN,LSUN,1,128,0,3858.21,94.62,50.155,6738
23,VGG,CIFAR-10,1,64,1,4380.912,DCGAN,LSUN,1,128,1,4135.315,73.648,42.324,7024
24,VGG,CIFAR-10,1,128,0,6690.187,DCGAN,LSUN,1,32,0,1718.862,83.514,47.847,6502
25,VGG,CIFAR-10,1,128,0,6935.708,DCGAN,LSUN,1,32,1,1527.123,66.836,40.041,6774
26,VGG,CIFAR-10,1,128,1,6961.565,DCGAN,LSUN,1,32,0,1739.717,77.986,40.781,6108
27,VGG,CIFAR-10,1,128,1,6622.97,DCGAN,LSUN,1,32,1,1426.827,58.11,29.438,5450
28,VGG,CIFAR-10,1,128,0,6559.049,DCGAN,LSUN,1,64,0,2702.418,92.639,52.222,6366
29,VGG,CIFAR-10,1,128,0,6803.315,DCGAN,LSUN,1,64,1,2459.502,73.667,44.542,6374
30,VGG,CIFAR-10,1,128,1,6712.605,DCGAN,LSUN,1,64,0,2935.494,93.222,49.764,5368
31,VGG,CIFAR-10,1,128,1,7079.893,DCGAN,LSUN,1,64,1,2797.812,72.297,36.878,5050
32,VGG,CIFAR-10,1,128,0,5748.381,DCGAN,LSUN,1,128,0,3178.994,97.097,50.625,7140
33,VGG,CIFAR-10,1,128,0,6543.249,DCGAN,LSUN,1,128,1,4053.376,76.216,46.324,6734
34,VGG,CIFAR-10,1,128,1,5581.793,DCGAN,LSUN,1,128,0,3631.024,94.239,48.282,6932
35,VGG,CIFAR-10,1,128,1,6702.781,DCGAN,LSUN,1,128,1,4362.248,78.583,45.889,6522
0,VGG,CIFAR-10,1,32,0,2966.966,PPO,LunarLander,1,32,0,5.252,38.329,16.371,5466
1,VGG,CIFAR-10,1,32,1,2464.56,PPO,LunarLander,1,32,0,4.931,30.662,9.649,4842
2,VGG,CIFAR-10,1,32,0,3035.596,PPO,LunarLander,1,64,0,14.303,41.868,17.412,5466
3,VGG,CIFAR-10,1,32,1,2665.644,PPO,LunarLander,1,64,0,14.442,33.064,11.385,4842
4,VGG,CIFAR-10,1,32,0,3073.378,PPO,LunarLander,1,128,0,39.467,41.156,18.429,5466
5,VGG,CIFAR-10,1,32,1,2580.719,PPO,LunarLander,1,128,0,37.097,35.471,12.814,4842
6,VGG,CIFAR-10,1,64,0,5827.357,PPO,LunarLander,1,32,0,5.072,45.054,23.176,5664
7,VGG,CIFAR-10,1,64,1,4915.676,PPO,LunarLander,1,32,0,5.199,37.89,15.151,5668
8,VGG,CIFAR-10,1,64,0,5332.79,PPO,LunarLander,1,64,0,14.66,44.584,22.481,5664
9,VGG,CIFAR-10,1,64,1,4840.33,PPO,LunarLander,1,64,0,14.915,36.737,14.026,5668
10,VGG,CIFAR-10,1,64,0,6878.477,PPO,LunarLander,1,128,0,44.989,58.936,32.038,5664
11,VGG,CIFAR-10,1,64,1,4784.1,PPO,LunarLander,1,128,0,37.497,39.377,15.449,5668
12,VGG,CIFAR-10,1,128,0,7366.466,PPO,LunarLander,1,32,0,5.347,46.181,25.306,6070
13,VGG,CIFAR-10,1,128,1,6880.112,PPO,LunarLander,1,32,0,5.273,37.521,15.592,5860
14,VGG,CIFAR-10,1,128,0,7497.834,PPO,LunarLander,1,64,0,15.893,49.243,27.622,6070
15,VGG,CIFAR-10,1,128,1,7392.834,PPO,LunarLander,1,64,0,15.86,43.729,19.786,4746
16,VGG,CIFAR-10,1,128,0,7413.968,PPO,LunarLander,1,128,0,38.407,46.538,25.363,6070
17,VGG,CIFAR-10,1,128,1,7485.226,PPO,LunarLander,1,128,0,42.638,45.141,20.704,4746
0,VGG,CIFAR-10,1,32,0,3888.552,PointNet,ShapeNet,1,32,0,126.746,56.486,34.611,7408
1,VGG,CIFAR-10,1,32,0,4015.391,PointNet,ShapeNet,1,32,1,132.587,56.222,31.625,6774
2,VGG,CIFAR-10,1,32,1,3116.572,PointNet,ShapeNet,1,32,0,129.854,43.548,24.589,7376
3,VGG,CIFAR-10,1,32,1,2905.136,PointNet,ShapeNet,1,32,1,132.508,36.671,21.082,6150
4,VGG,CIFAR-10,1,32,0,3956.522,PointNet,ShapeNet,1,64,0,132.045,56.941,34.603,9786
5,VGG,CIFAR-10,1,32,0,4042.006,PointNet,ShapeNet,1,64,1,124.714,55.273,31.879,7972
6,VGG,CIFAR-10,1,32,1,3031.747,PointNet,ShapeNet,1,64,0,121.057,37.647,21.044,9162
7,VGG,CIFAR-10,1,32,1,3345.174,PointNet,ShapeNet,1,64,1,131.227,41.044,22.794,7348
8,VGG,CIFAR-10,1,32,0,3758.756,PointNet,ShapeNet,1,128,0,123.137,53.58,27.94,13914
9,VGG,CIFAR-10,1,32,0,4104.22,PointNet,ShapeNet,1,128,1,132.333,52.071,29.929,10418
10,VGG,CIFAR-10,1,32,1,2667.532,PointNet,ShapeNet,1,128,0,123.904,35.782,20.836,13290
11,VGG,CIFAR-10,1,32,1,3541.888,PointNet,ShapeNet,1,128,1,132.815,42.393,24.196,9792
12,VGG,CIFAR-10,1,64,0,6054.561,PointNet,ShapeNet,1,32,0,125.139,58.466,38.274,7606
13,VGG,CIFAR-10,1,64,0,6656.198,PointNet,ShapeNet,1,32,1,126.847,69.889,40.75,7526
14,VGG,CIFAR-10,1,64,1,5927.377,PointNet,ShapeNet,1,32,0,121.503,49.417,28.417,7610
15,VGG,CIFAR-10,1,64,1,6017.917,PointNet,ShapeNet,1,32,1,127.547,46.192,26.137,6976
16,VGG,CIFAR-10,1,64,0,6675.235,PointNet,ShapeNet,1,64,0,128.207,61.152,38.227,9984
17,VGG,CIFAR-10,1,64,0,6715.77,PointNet,ShapeNet,1,64,1,123.8,57.97,35.833,8170
18,VGG,CIFAR-10,1,64,1,6045.815,PointNet,ShapeNet,1,64,0,126.092,51.544,29.868,9988
19,VGG,CIFAR-10,1,64,1,5928.335,PointNet,ShapeNet,1,64,1,121.028,42.364,22.803,8174
20,VGG,CIFAR-10,1,64,0,6680.929,PointNet,ShapeNet,1,128,0,113.842,59.17,36.906,12862
21,VGG,CIFAR-10,1,64,0,6652.027,PointNet,ShapeNet,1,128,1,119.521,52.981,31.907,9372
22,VGG,CIFAR-10,1,64,1,5670.461,PointNet,ShapeNet,1,128,0,118.135,41.719,23.842,12784
23,VGG,CIFAR-10,1,64,1,6058.045,PointNet,ShapeNet,1,128,1,123.274,41.839,23.661,9286
24,VGG,CIFAR-10,1,128,0,7801.782,PointNet,ShapeNet,1,32,0,129.088,57.74,40.63,8012
25,VGG,CIFAR-10,1,128,0,7934.605,PointNet,ShapeNet,1,32,1,129.031,54.479,36.959,7378
26,VGG,CIFAR-10,1,128,1,7595.367,PointNet,ShapeNet,1,32,0,127.933,50.662,32.095,7804
27,VGG,CIFAR-10,1,128,1,7868.562,PointNet,ShapeNet,1,32,1,130.076,44.845,27.042,7170
28,VGG,CIFAR-10,1,128,0,7098.327,PointNet,ShapeNet,1,64,0,124.444,53.138,36.969,10390
29,VGG,CIFAR-10,1,128,0,7674.36,PointNet,ShapeNet,1,64,1,127.243,50.268,33.493,8576
30,VGG,CIFAR-10,1,128,1,7400.961,PointNet,ShapeNet,1,64,0,124.39,43.379,25.833,10184
31,VGG,CIFAR-10,1,128,1,7572.803,PointNet,ShapeNet,1,64,1,128.519,46.576,27.03,8370
32,VGG,CIFAR-10,1,128,0,7529.831,PointNet,ShapeNet,1,128,0,125.392,52.352,35.685,13080
33,VGG,CIFAR-10,1,128,0,7610.169,PointNet,ShapeNet,1,128,1,121.311,46.17,30.509,9582
34,VGG,CIFAR-10,1,128,1,7173.107,PointNet,ShapeNet,1,128,0,124.726,41.574,24.537,13078
35,VGG,CIFAR-10,1,128,1,7466.171,PointNet,ShapeNet,1,128,1,123.414,39.182,23.964,9580
0,VGG,CIFAR-10,1,32,0,2861.633,VGG,CIFAR-10,1,32,0,2821.49,63.324,39.108,6826
1,VGG,CIFAR-10,1,32,0,2775.336,VGG,CIFAR-10,1,32,1,2375.616,54.778,32.208,7356
2,VGG,CIFAR-10,1,32,1,2620.966,VGG,CIFAR-10,1,32,1,2494.335,51.616,29.452,5578
3,VGG,CIFAR-10,1,32,0,2828.772,VGG,CIFAR-10,1,64,0,5262.962,70.164,45.274,7024
4,VGG,CIFAR-10,1,32,0,2918.821,VGG,CIFAR-10,1,64,1,4432.908,63.972,38.507,7028
5,VGG,CIFAR-10,1,32,1,2711.567,VGG,CIFAR-10,1,64,0,5754.926,69.041,43.014,6400
6,VGG,CIFAR-10,1,32,1,2444.909,VGG,CIFAR-10,1,64,1,4779.64,54.792,30.431,6404
7,VGG,CIFAR-10,1,32,0,3034.029,VGG,CIFAR-10,1,128,0,7098.64,82.73,50.824,7430
8,VGG,CIFAR-10,1,32,0,3088.925,VGG,CIFAR-10,1,128,1,6773.193,64.708,38.431,6106
9,VGG,CIFAR-10,1,32,1,2784.25,VGG,CIFAR-10,1,128,0,7163.142,67.284,44.365,7116
10,VGG,CIFAR-10,1,32,1,2709.299,VGG,CIFAR-10,1,128,1,6775.444,58.76,33.987,5482
11,VGG,CIFAR-10,1,64,0,5296.489,VGG,CIFAR-10,1,64,0,5497.968,80.849,50.178,7222
12,VGG,CIFAR-10,1,64,0,5356.156,VGG,CIFAR-10,1,64,1,4870.025,68.611,44.403,7226
13,VGG,CIFAR-10,1,64,1,5092.549,VGG,CIFAR-10,1,64,1,5010.624,64.819,37.847,7230
14,VGG,CIFAR-10,1,64,0,5673.145,VGG,CIFAR-10,1,128,0,6983.442,81.164,57.11,7628
15,VGG,CIFAR-10,1,64,0,5636.522,VGG,CIFAR-10,1,128,1,6875.688,73.767,47.589,7422
16,VGG,CIFAR-10,1,64,1,4713.846,VGG,CIFAR-10,1,128,0,6881.74,67.753,44.192,7632
17,VGG,CIFAR-10,1,64,1,4979.879,VGG,CIFAR-10,1,128,1,6948.023,70.973,39.703,6308
18,VGG,CIFAR-10,1,128,0,7284.374,VGG,CIFAR-10,1,128,0,7410.631,89.069,56.903,8034
19,VGG,CIFAR-10,1,128,0,7219.527,VGG,CIFAR-10,1,128,1,7486.754,75.164,49.986,7182
20,VGG,CIFAR-10,1,128,1,6326.045,VGG,CIFAR-10,1,128,1,6409.608,63.958,38.764,6316
0,VGG,CIFAR-10,1,32,0,2354.758,LSTM,Wikitext2,1,64,0,3904.546,100.0,79.843,7038
1,VGG,CIFAR-10,1,32,0,2681.49,LSTM,Wikitext2,1,64,1,4184.425,86.346,70.25,6904
2,VGG,CIFAR-10,1,32,1,2173.264,LSTM,Wikitext2,1,64,0,4110.149,100.0,78.462,7568
3,VGG,CIFAR-10,1,32,1,2262.989,LSTM,Wikitext2,1,64,1,4167.58,80.962,65.596,7434
4,VGG,CIFAR-10,1,32,0,2336.554,LSTM,Wikitext2,1,128,0,3643.832,86.771,70.792,8486
5,VGG,CIFAR-10,1,32,0,2513.308,LSTM,Wikitext2,1,128,1,4063.382,78.939,65.245,8190
6,VGG,CIFAR-10,1,32,1,1930.779,LSTM,Wikitext2,1,128,0,3726.354,82.083,67.625,7862
7,VGG,CIFAR-10,1,32,1,2015.928,LSTM,Wikitext2,1,128,1,4076.986,74.041,61.469,8718
8,VGG,CIFAR-10,1,64,0,4544.002,LSTM,Wikitext2,1,64,0,3746.266,100.0,81.0,5994
9,VGG,CIFAR-10,1,64,0,4865.227,LSTM,Wikitext2,1,64,1,4059.849,90.962,75.226,7498
10,VGG,CIFAR-10,1,64,1,3757.633,LSTM,Wikitext2,1,64,0,4103.261,100.0,78.25,7240
11,VGG,CIFAR-10,1,64,1,4721.933,LSTM,Wikitext2,1,64,1,4267.031,88.057,70.434,5774
12,VGG,CIFAR-10,1,64,0,4195.991,LSTM,Wikitext2,1,128,0,3587.233,90.222,73.378,7528
13,VGG,CIFAR-10,1,64,0,4897.018,LSTM,Wikitext2,1,128,1,3958.132,85.196,70.413,7146
14,VGG,CIFAR-10,1,64,1,3146.473,LSTM,Wikitext2,1,128,0,3688.112,83.271,68.188,8688
15,VGG,CIFAR-10,1,64,1,3869.432,LSTM,Wikitext2,1,128,1,4006.013,74.447,61.0,7060
16,VGG,CIFAR-10,1,128,0,6047.305,LSTM,Wikitext2,1,64,0,3553.392,98.692,80.596,6204
17,VGG,CIFAR-10,1,128,0,6894.801,LSTM,Wikitext2,1,64,1,3784.846,93.078,77.294,6070
18,VGG,CIFAR-10,1,128,1,5522.525,LSTM,Wikitext2,1,64,0,3909.303,100.0,78.774,6202
19,VGG,CIFAR-10,1,128,1,6355.015,LSTM,Wikitext2,1,64,1,3993.566,87.98,71.02,6068
20,VGG,CIFAR-10,1,128,0,6055.414,LSTM,Wikitext2,1,128,0,3444.615,95.435,78.478,7652
21,VGG,CIFAR-10,1,128,0,7171.438,LSTM,Wikitext2,1,128,1,3906.466,92.511,76.702,7356
22,VGG,CIFAR-10,1,128,1,5187.378,LSTM,Wikitext2,1,128,0,3659.267,87.5,71.854,7650
23,VGG,CIFAR-10,1,128,1,6099.864,LSTM,Wikitext2,1,128,1,4020.306,82.08,67.52,7354
0,VGG,CIFAR-10,1,32,0,3333.976,TD3,BipedalWalker,1,32,0,25.22,36.318,15.394,5474
1,VGG,CIFAR-10,1,32,1,2662.585,TD3,BipedalWalker,1,32,0,25.925,37.718,14.113,4850
2,VGG,CIFAR-10,1,32,0,2904.381,TD3,BipedalWalker,1,64,0,9.771,41.853,18.707,5474
3,VGG,CIFAR-10,1,32,1,2617.633,TD3,BipedalWalker,1,64,0,44.071,33.481,11.204,4850
4,VGG,CIFAR-10,1,32,0,2877.643,TD3,BipedalWalker,1,128,0,73.154,35.857,15.593,5474
5,VGG,CIFAR-10,1,32,1,2746.135,TD3,BipedalWalker,1,128,0,10.632,29.391,9.072,4850
6,VGG,CIFAR-10,1,64,0,6004.615,TD3,BipedalWalker,1,32,0,31.675,51.123,27.012,5672
7,VGG,CIFAR-10,1,64,1,5056.106,TD3,BipedalWalker,1,32,0,50.827,42.671,17.726,5676
8,VGG,CIFAR-10,1,64,0,5748.533,TD3,BipedalWalker,1,64,0,10.229,35.392,16.135,4430
9,VGG,CIFAR-10,1,64,1,4531.333,TD3,BipedalWalker,1,64,0,28.548,35.57,14.0,5676
10,VGG,CIFAR-10,1,64,0,5673.524,TD3,BipedalWalker,1,128,0,38.471,50.658,26.696,5672
11,VGG,CIFAR-10,1,64,1,4503.341,TD3,BipedalWalker,1,128,0,133.419,38.5,15.579,5676
12,VGG,CIFAR-10,1,128,0,7719.136,TD3,BipedalWalker,1,32,0,91.471,49.963,28.185,4640
13,VGG,CIFAR-10,1,128,1,7317.651,TD3,BipedalWalker,1,32,0,11.402,36.09,15.955,4638
14,VGG,CIFAR-10,1,128,0,7355.873,TD3,BipedalWalker,1,64,0,13.958,39.13,19.942,4640
15,VGG,CIFAR-10,1,128,1,7281.534,TD3,BipedalWalker,1,64,0,83.822,33.218,13.615,4638
16,VGG,CIFAR-10,1,128,0,7308.681,TD3,BipedalWalker,1,128,0,136.905,45.054,24.571,4640
17,VGG,CIFAR-10,1,128,1,7853.875,TD3,BipedalWalker,1,128,0,42.685,38.444,15.917,4638
